1	1	2022-01-20 14:22:20.560	1	2022-01-20 14:22:20.560	93.170.46.120
2	1	2022-01-20 14:47:16.480	1	2022-01-20 14:47:16.480	31.41.107.42
3	1	2022-01-20 14:51:15.537	1	2022-01-20 14:51:15.537	89.221.113.100
4	1	2022-01-20 14:52:33.487	1	2022-01-20 14:52:33.487	89.221.113.100
5	1	2022-01-20 14:53:50.810	1	2022-01-20 14:53:50.810	89.221.113.100
6	1	2022-01-20 14:52:52.780	1	2022-01-20 14:52:52.780	93.170.46.120
7	1	2022-01-20 14:53:20.540	1	2022-01-20 14:53:20.540	93.170.46.120
8	1	2022-01-20 14:53:27.760	1	2022-01-20 14:53:27.760	93.170.46.120
9	1	2022-01-20 14:54:35.280	1	2022-01-20 14:54:35.280	93.170.46.120
10	1	2022-01-20 14:58:56.890	1	2022-01-20 14:59:06.617	89.221.113.100
11	1	2022-01-20 15:02:39.380	1	2022-01-20 15:02:39.380	89.221.113.100
12	1	2022-01-20 15:03:29.537	1	2022-01-20 15:03:29.537	89.221.113.100
13	1	2022-01-20 15:04:09.727	1	2022-01-20 15:04:09.727	89.221.113.100
14	1	2022-01-20 15:04:40.767	1	2022-01-20 15:06:13.147	89.221.113.100
15	1	2022-01-20 15:06:54.210	1	2022-01-20 15:06:54.210	89.221.113.100
16	1	2022-01-20 15:09:08.667	1	2022-01-20 15:09:08.667	89.221.113.100
17	1	2022-01-20 15:11:58.707	1	2022-01-20 15:12:09.527	31.41.107.42
18	1	2022-01-20 15:14:38.813	1	2022-01-20 15:14:54.720	31.41.107.42
19	1	2022-01-20 15:16:04.340	1	2022-01-20 15:16:04.340	31.41.107.42
20	1	2022-01-20 15:16:43.707	1	2022-01-20 15:16:43.707	31.41.107.42
21	1	2022-01-20 15:22:23.007	1	2022-01-20 15:22:23.007	89.221.113.100
22	1	2022-01-20 15:22:44.510	1	2022-01-20 15:22:44.510	89.221.113.100
23	1	2022-01-20 15:27:03.483	1	2022-01-20 15:27:03.483	89.221.113.100
24	1	2022-01-20 15:32:24.773	1	2022-01-20 15:32:24.773	89.221.113.100
25	1	2022-01-20 15:33:12.750	1	2022-01-20 15:35:25.240	89.221.113.100
26	1	2022-01-20 15:35:45.843	1	2022-01-20 15:37:28.663	89.221.113.100
27	1	2022-01-20 15:37:45.660	1	2022-01-20 15:40:09.277	89.221.113.100
28	1	2022-01-20 16:02:42.027	1	2022-01-20 16:02:42.027	31.41.107.42
29	1	2022-01-20 17:26:40.203	1	2022-01-20 17:27:36.887	89.221.113.100
30	1	2022-01-21 07:24:05.040	1	2022-01-21 07:24:05.040	31.41.107.42
31	1	2022-01-21 07:26:39.647	1	2022-01-21 07:26:39.647	31.41.107.42
32	1	2022-01-21 07:47:43.017	1	2022-01-21 07:47:43.017	93.170.46.120
33	1	2022-01-21 07:48:52.557	1	2022-01-21 07:48:52.557	93.170.46.120
34	1	2022-01-21 08:29:23.270	1	2022-01-21 08:29:23.270	31.41.107.42
35	1	2022-01-21 10:40:55.087	1	2022-01-21 10:40:55.087	89.221.113.100
36	1	2022-01-21 10:44:35.077	1	2022-01-21 10:44:35.077	89.221.113.100
37	1	2022-01-21 10:47:29.523	1	2022-01-21 10:47:29.523	89.221.113.100
38	1	2022-01-21 10:48:49.197	1	2022-01-21 10:48:54.370	89.221.113.100
39	1	2022-01-21 11:01:23.813	1	2022-01-21 11:02:09.897	89.221.113.100
40	1	2022-01-21 10:58:10.727	1	2022-01-21 10:58:10.727	31.41.107.42
41	1	2022-01-21 11:24:15.017	1	2022-01-21 11:30:09.633	89.221.113.100
42	1	2022-01-21 11:32:56.230	1	2022-01-21 11:32:56.230	89.221.113.100
43	1	2022-01-21 12:33:14.343	1	2022-01-21 12:33:14.343	93.170.46.120
44	1	2022-01-21 12:33:21.450	1	2022-01-21 12:33:21.450	93.170.46.120
45	1	2022-01-21 12:33:29.340	1	2022-01-21 12:33:29.340	93.170.46.120
46	1	2022-01-21 12:33:38.433	1	2022-01-21 12:33:38.433	93.170.46.120
47	1	2022-01-21 12:36:18.347	1	2022-01-21 12:36:18.347	31.41.107.42
48	1	2022-01-21 12:46:25.650	1	2022-01-21 12:46:25.650	89.221.113.100
49	1	2022-01-21 12:46:37.137	1	2022-01-21 12:46:37.137	89.221.113.100
50	1	2022-01-21 12:48:33.880	1	2022-01-21 12:48:33.880	89.221.113.100
51	1	2022-01-21 12:48:44.377	1	2022-01-21 12:48:44.377	89.221.113.100
52	1	2022-01-21 12:48:56.907	1	2022-01-21 12:48:56.907	89.221.113.100
53	1	2022-01-21 12:39:27.723	1	2022-01-21 12:39:27.723	31.41.107.42
54	1	2022-01-21 13:01:32.977	1	2022-01-21 13:01:32.977	89.221.113.100
55	1	2022-01-21 13:02:28.920	1	2022-01-21 13:02:28.920	93.170.46.120
56	1	2022-01-21 13:02:33.287	1	2022-01-21 13:02:33.287	93.170.46.120
57	1	2022-01-21 14:39:05.973	1	2022-01-21 14:39:05.973	31.41.107.42
58	1	2022-01-21 15:33:25.560	1	2022-01-21 15:33:25.560	31.41.107.42
59	1	2022-01-21 15:41:38.250	1	2022-01-21 15:41:38.250	31.41.107.42
60	1	2022-01-24 07:10:44.770	1	2022-01-24 07:10:44.770	31.41.107.42
61	1	2022-01-24 10:19:10.313	1	2022-01-24 10:19:10.313	93.170.46.120
62	1	2022-01-24 10:19:21.733	1	2022-01-24 10:19:21.733	93.170.46.120
63	1	2022-01-24 10:19:28.050	1	2022-01-24 10:19:28.050	93.170.46.120
64	1	2022-01-24 10:19:33.773	1	2022-01-24 10:19:33.773	93.170.46.120
65	1	2022-01-24 10:19:39.783	1	2022-01-24 10:19:39.783	31.41.107.42
